FID,OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_,STATE_CODE,ARPT_ID,CITY,COUNTRY_CO,REGION_COD,ADO_CODE,STATE_NAME,COUNTY_NAM,COUNTY_ASS,ARPT_NAME,OWNERSHIP_,FACILITY_U,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMA,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIM,SURVEY_MET,ELEV,ELEV_METHO,geometry
1520,1120,2022-12-01 00:00:00+00:00,01488.1,A,CA,EDU,DAVIS,US,AWP,SFO,CALIFORNIA,YOLO,CA,UNIVERSITY,PU,PU,38,31,53.264,N,38.53146222,121,47,11.334,W,-121.78648167,E,68.4,S,POINT (-121.786481666328 38.5314622219983)
1521,1121,2022-12-01 00:00:00+00:00,01494.,A,CA,70CL,DEATH VALLEY JUNCTION,US,AWP,LAX,CALIFORNIA,INYO,CA,AMARGOSA,PR,PR,36,17,44.841,N,36.29578917,116,25,33.149,W,-116.42587472,E,2037.0,E,POINT (-116.42587472187 36.2957891665084)
1522,1122,2022-12-01 00:00:00+00:00,01494.61,A,CA,L06,DEATH VALLEY NATIONAL PARK,US,AWP,LAX,CALIFORNIA,INYO,CA,FURNACE CREEK,PU,PU,36,27,37.8,N,36.4605,116,52,47.3,W,-116.87980556,E,-210.0,E,POINT (-116.879805555903 36.4604999998058)
1523,1123,2022-12-01 00:00:00+00:00,01494.62,A,CA,L09,DEATH VALLEY NATIONAL PARK,US,AWP,LAX,CALIFORNIA,INYO,CA,STOVEPIPE WELLS,PU,PU,36,36,13.8,N,36.60383333,117,9,33.2,W,-117.15922222,E,25.0,S,POINT (-117.159222222099 36.6038333335874)
1524,1124,2022-12-01 00:00:00+00:00,01497.,A,CA,DLO,DELANO,US,AWP,LAX,CALIFORNIA,KERN,CA,DELANO MUNI,PU,PU,35,44,44.0,N,35.74555556,119,14,11.4,W,-119.2365,E,316.3,S,POINT (-119.23650000025 35.745555555643)
1526,1126,2022-12-01 00:00:00+00:00,01498.1,A,CA,0CN1,DELHI,US,AWP,SFO,CALIFORNIA,MERCED,CA,FIORINI RANCH,PR,PR,37,27,7.84,N,37.45217778,120,45,53.13,W,-120.76475833,E,140.0,E,POINT (-120.764758332979 37.4521777777333)
1527,1127,2022-12-01 00:00:00+00:00,01498.16,A,CA,0CA0,DEL REY,US,AWP,SFO,CALIFORNIA,FRESNO,CA,POM WONDERFUL AIRSTRIP,PR,PR,36,39,9.88,N,36.65274444,119,35,13.61,W,-119.58711389,E,340.6,E,POINT (-119.587113888455 36.6527444445406)
1528,1128,2022-12-01 00:00:00+00:00,01498.3,A,CA,71CL,DELEVAN,US,AWP,SFO,CALIFORNIA,COLUSA,CA,GUNNERSFIELD RANCH,PR,PR,39,21,9.591,N,39.35266417,122,5,37.916,W,-122.09386556,E,62.0,E,POINT (-122.093865555314 39.3526641668351)
1529,1129,2022-12-01 00:00:00+00:00,01507.,A,CA,CN64,DESERT CENTER,US,AWP,LAX,CALIFORNIA,RIVERSIDE,CA,DESERT CENTER,PR,PR,33,44,51.8,N,33.74772222,115,19,30.9,W,-115.32525,E,559.0,S,POINT (-115.325249999937 33.7477222223893)
1530,1130,2022-12-01 00:00:00+00:00,01507.02,A,CA,72CL,DESERT CENTER,US,AWP,LAX,CALIFORNIA,SAN BERNARDINO,CA,IRON MOUNTAIN PUMPING PLANT,PR,PR,34,8,3.041,N,34.13417806,115,7,8.918,W,-115.11914389,E,890.0,E,POINT (-115.11914388917 34.1341780555229)
1531,1131,2022-12-01 00:00:00+00:00,01507.03,A,CA,73CL,DESERT CENTER,US,AWP,LAX,CALIFORNIA,RIVERSIDE,CA,JULIAN HINDS PUMP PLANT AIRSTRIP,PR,PR,33,41,56.067,N,33.6989075,115,38,12.958,W,-115.63693278,E,1335.0,S,POINT (-115.636932777614 33.6989075003169)
1535,1135,2022-12-01 00:00:00+00:00,01508.,A,CA,D63,DINSMORE,US,AWP,SFO,CALIFORNIA,HUMBOLDT,CA,DINSMORE,PU,PU,40,29,31.376,N,40.49204889,123,35,53.597,W,-123.59822139,E,2392.8,S,POINT (-123.5982213892 40.4920488887778)
1536,1136,2022-12-01 00:00:00+00:00,01510.1,A,CA,13CL,DIXON,US,AWP,SFO,CALIFORNIA,SOLANO,CA,MAINE PRAIRIE,PR,PR,38,22,52.676,N,38.38129889,121,49,24.861,W,-121.8235725,E,40.0,E,POINT (-121.823572499843 38.3812988889867)
1537,1137,2022-12-01 00:00:00+00:00,01512.,A,CA,A32,DORRIS,US,AWP,SFO,CALIFORNIA,SISKIYOU,CA,BUTTE VALLEY,PU,PU,41,53,14.1,N,41.88725,121,58,32.1,W,-121.97558333,E,4243.1,S,POINT (-121.97558333352 41.8872499998204)
1538,1138,2022-12-01 00:00:00+00:00,01515.,A,CA,CL01,DOS PALOS,US,AWP,SFO,CALIFORNIA,FRESNO,CA,EAGLE FLD,PR,PR,36,53,59.814,N,36.89994833,120,40,3.657,W,-120.6676825,E,153.0,E,POINT (-120.66768249996 36.8999483329832)
1539,1139,2022-12-01 00:00:00+00:00,01516.,A,CA,28CA,DOS PALOS,US,AWP,SFO,CALIFORNIA,MERCED,CA,DOS PALOS,PR,PR,36,57,44.81,N,36.96244722,120,37,48.658,W,-120.63018278,E,118.0,S,POINT (-120.630182777582 36.9624472220295)
1540,1140,2022-12-01 00:00:00+00:00,01518.5,A,CA,CA71,DRYTOWN,US,AWP,SFO,CALIFORNIA,AMADOR,CA,HORSE SHOE A RANCH,PR,PR,38,26,24.0,N,38.44,120,53,13.0,W,-120.88694444,E,750.0,E,POINT (-120.886944444352 38.4400000002395)
1541,1141,2022-12-01 00:00:00+00:00,01520.8,A,CA,77CL,DUNLAP,US,AWP,SFO,CALIFORNIA,FRESNO,CA,BAKER & HALL,PR,PR,36,43,3.812,N,36.71772556,119,8,13.408,W,-119.13705778,E,2150.0,E,POINT (-119.137057777499 36.7177255558196)
1542,1142,2022-12-01 00:00:00+00:00,01521.,A,CA,1O6,DUNSMUIR,US,AWP,SFO,CALIFORNIA,SISKIYOU,CA,DUNSMUIR MUNI-MOTT,PU,PU,41,15,46.51,N,41.26291944,122,16,19.335,W,-122.2720375,E,3261.4,E,POINT (-122.272037500395 41.2629194441917)
1544,1144,2022-12-01 00:00:00+00:00,01526.205,A,CA,CA34,ESPARTO,US,AWP,SFO,CALIFORNIA,YOLO,CA,ALA DOBLE,PR,PR,38,39,9.0,N,38.6525,122,1,41.0,W,-122.02805556,E,250.0,E,POINT (-122.028055555217 38.6525000001755)
1545,1145,2022-12-01 00:00:00+00:00,01526.8,A,CA,EDW,EDWARDS,US,AWP,LAX,CALIFORNIA,KERN,CA,EDWARDS AFB,MA,PR,34,54,29.1182,N,34.90808839,117,53,7.9027,W,-117.88552853,E,2311.0,E,POINT (-117.885528527705 34.908088389254)
1546,1146,2022-12-01 00:00:00+00:00,01526.9,A,CA,9L2,EDWARDS,US,AWP,LAX,CALIFORNIA,KERN,CA,EDWARDS AF AUX NORTH BASE,MA,PR,34,59,26.825,N,34.99078472,117,51,47.49,W,-117.86319167,E,2299.0,E,POINT (-117.863191666637 34.9907847219956)
1547,1147,2022-12-01 00:00:00+00:00,01530.,A,CA,NJK,EL CENTRO,US,AWP,LAX,CALIFORNIA,IMPERIAL,CA,EL CENTRO NAF (VRACIU FLD),MN,PR,32,49,35.88,N,32.82663333,115,40,6.82,W,-115.66856111,E,-42.0,E,POINT (-115.668561111295 32.8266333331293)
1549,1149,2022-12-01 00:00:00+00:00,01532.,A,CA,23CN,EL CENTRO,US,AWP,LAX,CALIFORNIA,IMPERIAL,CA,DOUTHITT STRIP,PR,PR,32,47,20.199,N,32.78894417,115,31,46.981,W,-115.52971694,E,45.0,E,POINT (-115.529716944026 32.7889441667226)
1550,1150,2022-12-01 00:00:00+00:00,01535.,A,CA,90CL,ELK CREEK,US,AWP,SFO,CALIFORNIA,GLENN,CA,DIAMOND M RANCH,PR,PR,39,34,19.566,N,39.57210167,122,36,33.975,W,-122.6094375,E,1296.0,E,POINT (-122.609437499554 39.572101666405)
1551,1151,2022-12-01 00:00:00+00:00,01535.4,A,CA,CL04,ELK GROVE,US,AWP,SFO,CALIFORNIA,SACRAMENTO,CA,SKY WAY ESTATES,PR,PR,38,24,38.678,N,38.41074389,121,14,5.812,W,-121.23494778,E,92.0,E,POINT (-121.234947778035 38.4107438889758)
1552,1152,2022-12-01 00:00:00+00:00,01535.41,A,CA,8CL2,ELK GROVE,US,AWP,SFO,CALIFORNIA,SACRAMENTO,CA,LUCCHETTI RANCH,PR,PR,38,25,24.677,N,38.42352139,121,13,38.811,W,-121.2274475,E,96.0,E,POINT (-121.227447500285 38.4235213888784)
1553,1153,2022-12-01 00:00:00+00:00,01537.8,A,CA,99CL,EL MIRAGE,US,AWP,LAX,CALIFORNIA,SAN BERNARDINO,CA,EL MIRAGE FLD ADELANTO,PR,PR,34,37,31.55,N,34.62543056,117,35,53.9,W,-117.59830556,E,2856.0,E,POINT (-117.598305555589 34.6254305558518)
1554,1154,2022-12-01 00:00:00+00:00,01539.,A,CA,EMT,EL MONTE,US,AWP,LAX,CALIFORNIA,LOS ANGELES,CA,SAN GABRIEL VALLEY,PU,PU,34,5,9.632,N,34.08600889,118,2,5.443,W,-118.03484528,E,295.6,S,POINT (-118.034845277912 34.086008888719)
1561,1161,2022-12-01 00:00:00+00:00,01548.,A,CA,BLU,EMIGRANT GAP,US,AWP,SFO,CALIFORNIA,PLACER,CA,BLUE CANYON - NYACK,PU,PU,39,16,29.9,N,39.27497222,120,42,35.1,W,-120.70975,E,5283.5,E,POINT (-120.70975000015 39.2749722218898)
1562,1162,2022-12-01 00:00:00+00:00,01552.1,A,CA,8CL1,ESCONDIDO,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,LAKE WOHLFORD RESORT,PR,PR,33,11,10.136,N,33.18614889,117,0,7.105,W,-117.00197361,E,1643.0,E,POINT (-117.001973611139 33.186148888546)
1563,1163,2022-12-01 00:00:00+00:00,01552.12,A,CA,37CL,ESCONDIDO,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,LYALL,PR,PR,33,19,28.122,N,33.32447833,116,59,25.098,W,-116.990305,E,925.0,E,POINT (-116.990304999553 33.3244783331043)
1566,1166,2022-12-01 00:00:00+00:00,01559.1,A,CA,O19,EUREKA,US,AWP,SFO,CALIFORNIA,HUMBOLDT,CA,KNEELAND,PU,PU,40,43,8.227,N,40.71895194,123,55,37.981,W,-123.92721694,E,2741.0,S,POINT (-123.927216944596 40.7189519442264)
1567,1167,2022-12-01 00:00:00+00:00,01560.,A,CA,EKA,EUREKA,US,AWP,SFO,CALIFORNIA,HUMBOLDT,CA,MURRAY FLD,PU,PU,40,48,12.233,N,40.80339806,124,6,46.045,W,-124.11279028,E,10.9,S,POINT (-124.112790278186 40.8033980552218)
1568,1168,2022-12-01 00:00:00+00:00,01561.,A,CA,O33,EUREKA,US,AWP,SFO,CALIFORNIA,HUMBOLDT,CA,SAMOA FLD,PU,PU,40,46,51.1,N,40.78086111,124,12,44.2,W,-124.21227778,E,20.0,E,POINT (-124.212277777824 40.7808611109021)
1569,1169,2022-12-01 00:00:00+00:00,01561.9,A,CA,CN63,EXETER,US,AWP,SFO,CALIFORNIA,TULARE,CA,EXETER,PR,PR,36,14,32.92,N,36.24247778,119,8,57.9,W,-119.14941667,E,344.0,E,POINT (-119.149416666227 36.2424777777052)
1570,1170,2022-12-01 00:00:00+00:00,01565.1,A,CA,SUU,FAIRFIELD,US,AWP,SFO,CALIFORNIA,SOLANO,CA,TRAVIS AFB,MA,PR,38,15,52.332,N,38.26453667,121,55,26.8733,W,-121.92413147,E,63.4,S,POINT (-121.924131472223 38.2645366668735)
1571,1171,2022-12-01 00:00:00+00:00,01568.5,A,CA,L18,FALLBROOK,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,FALLBROOK COMMUNITY AIRPARK,PU,PU,33,21,15.0,N,33.35416667,117,15,3.0,W,-117.25083333,E,708.0,E,POINT (-117.25083333375 33.3541666668529)
1572,1172,2022-12-01 00:00:00+00:00,01569.,A,CA,O89,FALL RIVER MILLS,US,AWP,SFO,CALIFORNIA,SHASTA,CA,FALL RIVER MILLS,PU,PU,41,1,2.5,N,41.01736111,121,26,5.9,W,-121.43497222,E,3328.0,E,POINT (-121.434972222464 41.0173611109396)
1573,1173,2022-12-01 00:00:00+00:00,01569.02,A,CA,74CA,FIDDLETOWN,US,AWP,SFO,CALIFORNIA,AMADOR,CA,FLYING GLUEPIE RANCH,PR,PR,38,28,3.01,N,38.46750278,120,48,11.765,W,-120.80326806,E,1451.0,E,POINT (-120.803268055486 38.4675027780249)
1574,1174,2022-12-01 00:00:00+00:00,01569.3,A,CA,L73,FAMOSO,US,AWP,LAX,CALIFORNIA,KERN,CA,POSO-KERN COUNTY,PU,PU,35,35,47.0,N,35.59638889,119,7,41.8,W,-119.12827778,E,635.0,E,POINT (-119.128277777761 35.5963888892409)
1575,1175,2022-12-01 00:00:00+00:00,01569.4,A,CA,CN29,FARMINGTON,US,AWP,SFO,CALIFORNIA,SAN JOAQUIN,CA,J-B,PR,PR,37,56,6.729,N,37.9352025,121,0,55.78,W,-121.01549444,E,103.0,E,POINT (-121.015494444878 37.9352024998872)
1578,1178,2022-12-01 00:00:00+00:00,01570.41,A,CA,F34,FIREBAUGH,US,AWP,SFO,CALIFORNIA,FRESNO,CA,FIREBAUGH,PU,PU,36,51,35.959,N,36.85998861,120,27,52.083,W,-120.4644675,E,157.2,S,POINT (-120.464467500154 36.8599886110518)
1579,1179,2022-12-01 00:00:00+00:00,01570.42,A,CA,CN22,FIREBAUGH,US,AWP,SFO,CALIFORNIA,FRESNO,CA,MERCEY HOT SPRINGS,PR,PR,36,42,23.475,N,36.70652083,120,51,36.125,W,-120.86003472,E,1170.0,E,POINT (-120.860034721907 36.7065208334894)
1580,1180,2022-12-01 00:00:00+00:00,01570.751,A,CA,5CA7,FIVE POINTS,US,AWP,SFO,CALIFORNIA,FRESNO,CA,AGRO-WEST,PR,PR,36,20,9.826,N,36.33606278,120,14,50.53,W,-120.24736944,E,335.0,E,POINT (-120.247369444568 36.3360627778153)
1584,1184,2022-12-01 00:00:00+00:00,01577.8,A,CA,41CA,FOREST GLEN,US,AWP,SFO,CALIFORNIA,TRINITY,CA,SILVER CREEK RANCH,PR,PR,40,19,3.528,N,40.31764667,123,15,14.089,W,-123.25391361,E,2511.0,E,POINT (-123.253913611407 40.3176466666273)
1585,1185,2022-12-01 00:00:00+00:00,01578.9,A,CA,A28,FORT BIDWELL,US,AWP,SFO,CALIFORNIA,MODOC,CA,FORT BIDWELL,PU,PU,41,52,35.4,N,41.8765,120,8,47.9,W,-120.14663889,E,4616.0,S,POINT (-120.14663888858 41.8765000002733)
1587,1187,2022-12-01 00:00:00+00:00,01581.2,A,CA,82CL,FORT BRAGG,US,AWP,SFO,CALIFORNIA,MENDOCINO,CA,FORT BRAGG,PR,PR,39,28,27.597,N,39.4743325,123,47,44.054,W,-123.79557056,E,71.0,E,POINT (-123.795570555491 39.4743325003279)
1589,1189,2022-12-01 00:00:00+00:00,01583.,A,CA,A30,FORT JONES,US,AWP,SFO,CALIFORNIA,SISKIYOU,CA,SCOTT VALLEY,PU,PU,41,33,28.0,N,41.55777778,122,51,17.8,W,-122.85494444,E,2728.0,S,POINT (-122.854944444521 41.5577777775385)
1590,1190,2022-12-01 00:00:00+00:00,01584.7,A,CA,BYS,FORT IRWIN/BARSTOW,US,AWP,LAX,CALIFORNIA,SAN BERNARDINO,CA,BICYCLE LAKE AAF,MR,PR,35,16,49.909,N,35.28053028,116,37,48.106,W,-116.63002944,E,2350.0,E,POINT (-116.630029444803 35.2805302778599)
1591,1191,2022-12-01 00:00:00+00:00,01586.,A,CA,FOT,FORTUNA,US,AWP,SFO,CALIFORNIA,HUMBOLDT,CA,ROHNERVILLE,PU,PU,40,33,14.189,N,40.55394139,124,7,57.56,W,-124.13265556,E,392.7,S,POINT (-124.132655555904 40.5539413888034)
1593,1193,2022-12-01 00:00:00+00:00,01587.11,A,CA,11CA,FOWLER,US,AWP,SFO,CALIFORNIA,FRESNO,CA,TURNER FLD,PR,PR,36,40,23.819,N,36.67328306,119,43,17.503,W,-119.72152861,E,300.0,E,POINT (-119.72152861128 36.6732830552089)
1594,1194,2022-12-01 00:00:00+00:00,01587.999,A,CA,CN38,FRANKLIN,US,AWP,SFO,CALIFORNIA,SACRAMENTO,CA,FLYING B RANCH,PR,PR,38,20,28.683,N,38.34130083,121,26,14.828,W,-121.43745222,E,19.0,E,POINT (-121.43745222213 38.3413008334842)
1595,1195,2022-12-01 00:00:00+00:00,01588.,A,CA,F72,FRANKLIN,US,AWP,SFO,CALIFORNIA,SACRAMENTO,CA,FRANKLIN FLD,PU,PU,38,18,14.4,N,38.304,121,25,45.5,W,-121.42930556,E,23.1,S,POINT (-121.429305555329 38.3039999998623)
1596,1196,2022-12-01 00:00:00+00:00,01588.02,A,CA,02CL,FRAZIER PARK,US,AWP,LAX,CALIFORNIA,VENTURA,CA,CONOVER AIR LODGE,PR,PR,34,45,39.931,N,34.76109194,119,3,32.375,W,-119.05899306,E,5160.0,E,POINT (-119.058993055517 34.7610919444517)
1599,1199,2022-12-01 00:00:00+00:00,01590.,A,CA,FCH,FRESNO,US,AWP,SFO,CALIFORNIA,FRESNO,CA,FRESNO CHANDLER EXEC,PU,PU,36,43,55.647,N,36.73212417,119,49,13.197,W,-119.8203325,E,279.8,S,POINT (-119.820332500173 36.7321241665884)
1601,1601,2022-12-01 00:00:00+00:00,02139.,A,CA,SAS,SALTON CITY,US,AWP,LAX,CALIFORNIA,IMPERIAL,CA,SALTON SEA,PR,PU,33,14,28.3,N,33.24119444,115,57,9.3,W,-115.95258333,E,-84.0,E,POINT (-115.952583333052 33.2411944444323)
1602,1602,2022-12-01 00:00:00+00:00,02141.11,A,CA,CPU,SAN ANDREAS,US,AWP,SFO,CALIFORNIA,CALAVERAS,CA,CALAVERAS COUNTY-MAURY RASMUSSEN FLD,PU,PU,38,8,46.0,N,38.14611111,120,38,53.4,W,-120.64816667,E,1327.9,S,POINT (-120.648166666888 38.1461111112489)
1604,1604,2022-12-01 00:00:00+00:00,02142.,A,CA,CA88,SAN ARDO,US,AWP,SFO,CALIFORNIA,MONTEREY,CA,SAN ARDO FLD,PR,PR,36,1,33.874,N,36.02607611,120,54,27.658,W,-120.90768278,E,441.0,E,POINT (-120.907682777626 36.026076111233)
1609,1609,2022-12-01 00:00:00+00:00,02154.,A,CA,SBD,SAN BERNARDINO,US,AWP,LAX,CALIFORNIA,SAN BERNARDINO,CA,SAN BERNARDINO INTL,PU,PU,34,5,43.3,N,34.09536111,117,14,5.6,W,-117.23488889,E,1159.3,S,POINT (-117.234888888735 34.0953611109406)
1611,1611,2022-12-01 00:00:00+00:00,02160.1,A,CA,SQL,SAN CARLOS,US,AWP,SFO,CALIFORNIA,SAN MATEO,CA,SAN CARLOS,PU,PU,37,30,42.7,N,37.51186111,122,14,58.312,W,-122.24953111,E,5.5,S,POINT (-122.249531111063 37.5118611108234)
1612,1612,2022-12-01 00:00:00+00:00,02163.,A,CA,NUC,SAN CLEMENTE ISLAND,US,AWP,LAX,CALIFORNIA,ORANGE,CA,SAN CLEMENTE ISLAND NALF,MN,PR,33,1,21.8898,N,33.02274717,118,35,18.5748,W,-118.588493,E,183.7,S,POINT (-118.588492999985 33.0227471667927)
1614,1614,2022-12-01 00:00:00+00:00,02165.,A,CA,SEE,SAN DIEGO/EL CAJON,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,GILLESPIE FLD,PU,PU,32,49,34.4,N,32.82622222,116,58,20.8,W,-116.97244444,E,387.5,S,POINT (-116.972444444444 32.8262222222553)
1618,1618,2022-12-01 00:00:00+00:00,02166.,A,CA,MYF,SAN DIEGO,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,MONTGOMERY-GIBBS EXEC,PU,PU,32,48,56.6,N,32.81572222,117,8,22.4,W,-117.13955556,E,427.3,S,POINT (-117.139555555602 32.8157222219742)
1624,1624,2022-12-01 00:00:00+00:00,02170.,A,CA,SAN,SAN DIEGO,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,SAN DIEGO INTL,PU,PU,32,44,0.826,N,32.73356278,117,11,22.788,W,-117.18966333,E,16.8,E,POINT (-117.189663333317 32.7335627776273)
1625,1625,2022-12-01 00:00:00+00:00,02177.,A,CA,NKX,SAN DIEGO,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,MIRAMAR MCAS (JOE FOSS FLD),MN,PR,32,52,6.7043,N,32.86852897,117,8,35.4782,W,-117.14318839,E,477.1,S,POINT (-117.143188389323 32.8685289721437)
1627,1627,2022-12-01 00:00:00+00:00,02178.,A,CA,NZY,SAN DIEGO,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,NORTH ISLAND NAS (HALSEY FLD),MN,PR,32,41,53.506,N,32.69819611,117,12,47.196,W,-117.21311,E,25.9,S,POINT (-117.213110000036 32.6981961113397)
1628,1628,2022-12-01 00:00:00+00:00,02180.,A,CA,SDM,SAN DIEGO,US,AWP,LAX,CALIFORNIA,SAN DIEGO,CA,BROWN FLD MUNI,PU,PU,32,34,20.2,N,32.57227778,116,58,48.6,W,-116.98016667,E,526.1,S,POINT (-116.980166666257 32.5722777779301)
1637,1637,2022-12-01 00:00:00+00:00,02187.,A,CA,SFO,SAN FRANCISCO,US,AWP,SFO,CALIFORNIA,SAN MATEO,CA,SAN FRANCISCO INTL,PU,PU,37,37,7.7,N,37.61880556,122,22,31.5,W,-122.37541667,E,13.1,S,POINT (-122.375416666235 37.618805555831)
1640,1640,2022-12-01 00:00:00+00:00,02190.2,A,CA,9CA7,SANGER,US,AWP,SFO,CALIFORNIA,FRESNO,CA,HARRIS RIVER RANCH,PR,PR,36,46,18.7,N,36.77186111,119,26,42.58,W,-119.44516111,E,450.0,E,POINT (-119.445161111027 36.7718611109756)
1641,1641,2022-12-01 00:00:00+00:00,02195.,A,CA,CA32,SAN JOAQUIN,US,AWP,SFO,CALIFORNIA,FRESNO,CA,SAN JOAQUIN,PR,PR,36,34,59.822,N,36.58328389,120,15,3.562,W,-120.25098944,E,165.0,E,POINT (-120.250989444059 36.5832838892311)
1644,1644,2022-12-01 00:00:00+00:00,02203.,A,CA,RHV,SAN JOSE,US,AWP,SFO,CALIFORNIA,SANTA CLARA,CA,REID-HILLVIEW OF SANTA CLARA COUNTY,PU,PU,37,19,58.3,N,37.33286111,121,49,11.3,W,-121.81980556,E,135.4,S,POINT (-121.819805555735 37.3328611113799)
1645,1645,2022-12-01 00:00:00+00:00,02204.,A,CA,SJC,SAN JOSE,US,AWP,SFO,CALIFORNIA,SANTA CLARA,CA,NORMAN Y MINETA SAN JOSE INTL,PU,PU,37,21,46.781,N,37.36299472,121,55,43.034,W,-121.92862056,E,62.2,S,POINT (-121.928620555819 37.3629947221832)
1646,1646,2022-12-01 00:00:00+00:00,02211.,A,CA,SBP,SAN LUIS OBISPO,US,AWP,SFO,CALIFORNIA,SAN LUIS OBISPO,CA,SAN LUIS COUNTY RGNL,PU,PU,35,14,14.2,N,35.23727778,120,38,33.4,W,-120.64261111,E,212.3,S,POINT (-120.642611111472 35.2372777777897)
1649,1649,2022-12-01 00:00:00+00:00,02213.4,A,CA,E16,SAN MARTIN,US,AWP,SFO,CALIFORNIA,SANTA CLARA,CA,SAN MARTIN,PU,PU,37,4,53.7,N,37.08158333,121,35,48.5,W,-121.59680556,E,283.8,S,POINT (-121.596805555258 37.0815833331178)
1650,1650,2022-12-01 00:00:00+00:00,02220.,A,CA,NSI,SAN NICOLAS ISLAND,US,AWP,SFO,CALIFORNIA,SANTA CRUZ,CA,SAN NICOLAS ISLAND NOLF,MN,PR,33,14,23.222,N,33.23978389,119,27,29.545,W,-119.45820694,E,506.2,S,POINT (-119.458206944148 33.2397838892548)
1653,1653,2022-12-01 00:00:00+00:00,02222.1,A,CA,CA35,SAN RAFAEL,US,AWP,SFO,CALIFORNIA,MARIN,CA,SAN RAFAEL,PR,PR,38,1,0.719,N,38.01686639,122,31,14.914,W,-122.52080944,E,5.0,E,POINT (-122.520809444128 38.0168663887689)
1659,1659,2022-12-01 00:00:00+00:00,02230.,A,CA,SNA,SANTA ANA,US,AWP,LAX,CALIFORNIA,ORANGE,CA,JOHN WAYNE/ORANGE COUNTY,PU,PU,33,40,32.383,N,33.67566194,117,52,5.639,W,-117.86823306,E,55.9,S,POINT (-117.86823305513 33.6756619443927)
1660,1660,2022-12-01 00:00:00+00:00,02235.,A,CA,SBA,SANTA BARBARA,US,AWP,LAX,CALIFORNIA,SANTA BARBARA,CA,SANTA BARBARA MUNI,PU,PU,34,25,34.2889,N,34.42619136,119,50,29.3737,W,-119.84149269,E,13.4,S,POINT (-119.841492694881 34.4261913614743)
1661,1661,2022-12-01 00:00:00+00:00,02235.03,A,CA,CA97,SANTA BARBARA,US,AWP,LAX,CALIFORNIA,SANTA BARBARA,CA,CHRISTY AIRSTRIP,PR,PR,34,1,11.014,N,34.01972611,119,51,10.464,W,-119.85290667,E,250.0,E,POINT (-119.852906666423 34.0197261114545)
1664,1664,2022-12-01 00:00:00+00:00,02235.06,A,CA,44CA,SANTA BARBARA,US,AWP,LAX,CALIFORNIA,SANTA BARBARA,CA,SANTA CRUZ RANCH,PR,PR,33,59,23.285,N,33.98980139,119,40,46.895,W,-119.67969306,E,420.0,E,POINT (-119.679693055199 33.9898013886602)
1667,1667,2022-12-01 00:00:00+00:00,02241.1,A,CA,CL77,SANTA CRUZ,US,AWP,SFO,CALIFORNIA,SANTA CRUZ,CA,BONNY DOON,PR,PR,37,4,13.813,N,37.07050361,122,7,38.876,W,-122.12746556,E,2020.0,E,POINT (-122.127465555398 37.0705036113799)
1670,1670,2022-12-01 00:00:00+00:00,02244.,A,CA,5CL1,SANTA MARGARITA,US,AWP,SFO,CALIFORNIA,SAN LUIS OBISPO,CA,HART RANCH,PR,PR,35,24,17.0,N,35.40472222,120,31,30.0,W,-120.525,E,1380.0,E,POINT (-120.525000000366 35.4047222222514)
1672,1672,2022-12-01 00:00:00+00:00,02251.,A,CA,SMX,SANTA MARIA,US,AWP,LAX,CALIFORNIA,SANTA BARBARA,CA,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,PU,PU,34,53,59.8,N,34.89994444,120,27,29.1,W,-120.45808333,E,261.2,S,POINT (-120.45808333333 34.8999444447328)
1673,1673,2022-12-01 00:00:00+00:00,02253.,A,CA,SMO,SANTA MONICA,US,AWP,LAX,CALIFORNIA,LOS ANGELES,CA,SANTA MONICA MUNI,PU,PU,34,0,56.959,N,34.01582194,118,27,4.702,W,-118.45130611,E,169.8,S,POINT (-118.451306111227 34.0158219443163)
1674,1674,2022-12-01 00:00:00+00:00,02256.,A,CA,SZP,SANTA PAULA,US,AWP,LAX,CALIFORNIA,VENTURA,CA,SANTA PAULA,PR,PU,34,20,49.2634,N,34.34701761,119,3,41.8198,W,-119.06161661,E,250.0,E,POINT (-119.061616611355 34.3470176112722)
1676,1676,2022-12-01 00:00:00+00:00,02258.1,A,CA,CA39,SANTA ROSA,US,AWP,SFO,CALIFORNIA,SONOMA,CA,BELOS CAVALOS,PR,PR,38,26,4.679,N,38.43463306,122,33,48.937,W,-122.56359361,E,450.0,E,POINT (-122.563593611267 38.4346330553281)
